,UMAP1,UMAP2
420,2.088362,-5.2138667
421,1.8618217,-5.0634613
422,2.116517,-5.2330446
423,1.8438054,-5.092254
424,1.9237314,-5.0978284
425,4.900343,-4.1542735
426,4.9978933,-4.154079
427,4.9642963,-4.2087374
428,4.6010904,-4.2829056
429,4.5689874,-4.213032
430,4.294294,-4.0434513
431,2.489037,-4.1288204
432,2.2940738,-4.085886
433,1.5489273,-3.6814222
434,1.3825616,-3.6171975
435,1.4940286,-3.6029658
436,1.4954109,-3.5743117
437,1.5283717,-3.4286149
438,1.5604079,-3.493335
439,1.7762904,-3.4492402
440,1.6626692,-2.860109
441,1.5537759,-2.5671234
442,0.11205018,-2.3112807
443,0.08898074,-2.2851965
444,0.15605576,-2.3038354
445,-0.103859276,-2.2422392
446,1.5999519,-2.6503901
447,1.7894716,-2.6477382
448,1.8217168,-2.513062
449,3.413658,-3.760388
450,1.9481128,-2.4809778
451,2.1711035,-2.5434391
452,4.8821406,-3.8428996
453,5.004425,-3.8055913
454,4.56439,-3.5711758
455,3.7975652,-3.3991733
456,4.715367,-3.6123483
457,4.498178,-3.6592271
458,4.1658764,-3.735521
459,4.650714,-3.672001
460,4.550416,-3.6388578
461,3.814783,-3.5476592
462,2.044709,-2.460389
463,1.9414979,-2.6063325
464,2.0267992,-2.541356
465,1.3029242,-2.4565496
466,0.7570336,-2.442471
467,0.67416906,-2.3672552
468,0.6776791,-2.3941338
469,0.71363884,-2.4067872
470,0.46691188,-2.370788
471,0.073795445,-2.3166416
472,-0.5195807,-2.1503468
473,-0.7109705,-1.9901495
474,-0.5109815,-2.1295266
475,0.17116472,-2.335397
476,0.17747216,-2.3155165
477,0.15103585,-2.28446
478,0.3246352,-2.3286839
479,1.3955452,-2.5468736
480,1.4630957,-2.5844793
481,2.2493043,-2.6116052
482,2.0979702,-2.6776907
483,2.1612859,-2.6132455
484,2.2849736,-2.5590105
485,2.3409364,-2.562678
486,3.689681,-3.822425
